"","state_icpsr","district","nominate_dim1","nominate_dim2","party_code","statefp","st_name","state_abbrev","eff_gap","nom","nom_std","nom_1_std","nom_2_std","repub","dem","lib_cons","cbsa_name","cbsa_code","within_state","counter","nom_state","population","PVI","dem_chance","race_category","minority_chance","comp_count","maj_min","cbsa_title","z_pindex","lib_cons_str"
"262",40,8,-0.302,-0.203,100,51,"Virginia","VA","Repub",-0.3864099781,-0.959097560508699,-0.48485994083583,-0.169731567913735,FALSE,TRUE,0,"DC",47900,0,1,0.275,727132,21.25,99.8662598326175,"Non-Hispanic White Majority",14.0355690355565,0,0,"Washington, VA",-0.26,"Liberal"
"263",40,10,0.284,-0.213,200,51,"Virginia","VA","Repub",0.1954318949,0.239808360357081,0.10114005916417,-0.179731567913735,TRUE,FALSE,1,"DC",47900,0,1,0.275,727119,0.7,54.6337974110147,"Non-Hispanic White Majority",3.07909928774582,1,0,"Washington, VA",-0.26,"Conservative"
"264",40,11,-0.305,-0.023,100,51,"Virginia","VA","Repub",-0.3145636921,-0.811055727023098,-0.48785994083583,0.0102684320862654,FALSE,TRUE,0,"DC",47900,0,1,0.275,727483,15.25,99.0867554815888,"Non-Hispanic White Majority",10.4277396597086,0,0,"Washington, VA",-0.26,"Liberal"
"265",73,1,-0.278,-0.229,100,53,"Washington","WA","None",-0.3732211083,-0.931921424127831,-0.46085994083583,-0.195731567913735,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672444,5.69,84.7170959346355,"Non-Hispanic White Majority",2.48447044336401,0,0,"Seattle, WA",-0.3465,"Liberal"
"266",73,2,-0.365,0.197,100,53,"Washington","WA","None",-0.2830848981,-0.746192549827334,-0.54785994083583,0.230268432086265,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672454,9.93,95.38679012231,"Non-Hispanic White Majority",3.17819427904759,0,0,"Seattle, WA",-0.3465,"Liberal"
"267",73,6,-0.307,-0.046,100,53,"Washington","WA","None",-0.3261273842,-0.834883126818642,-0.48985994083583,-0.0127315679137346,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672448,5.7,84.9912341102982,"Non-Hispanic White Majority",2.53228913911983,0,0,"Seattle, WA",-0.3465,"Liberal"
"268",73,7,-0.666,-0.197,100,53,"Washington","WA","None",-0.7479151019,-1.70399175506444,-0.84885994083583,-0.163731567913735,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672457,32.69,99.9953397646016,"Non-Hispanic White Majority",9.00735442517076,0,0,"Seattle, WA",-0.3465,"Liberal"
"269",73,8,0.223,-0.16,200,53,"Washington","WA","None",0.156469968,0.1595259210615,0.0401400591641695,-0.126731567913735,TRUE,FALSE,1,"Seattle",42660,1,1,-0.352,672463,-0.31,47.0323745886611,"Non-Hispanic White Majority",2.05452413564721,1,0,"Seattle, WA",-0.3465,"Conservative"
"270",73,9,-0.282,-0.149,100,53,"Washington","WA","None",-0.3439560923,-0.871619815418016,-0.46485994083583,-0.115731567913735,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672460,20.9,99.8251986786857,"Non-Hispanic White Majority",16.4639017734967,0,0,"Seattle, WA",-0.3465,"Liberal"
"271",73,10,-0.316,-0.119,100,53,"Washington","WA","None",-0.3654817113,-0.915974120714639,-0.49885994083583,-0.0857315679137346,FALSE,TRUE,0,"Seattle",42660,1,1,-0.352,672455,5.47,84.1565208120199,"Non-Hispanic White Majority",3.36354943053456,0,0,"Seattle, WA",-0.3465,"Liberal"
"272",25,1,0.556,-0.25,200,55,"Wisconsin","WI","Repub",0.452046825,0.768572571659295,0.37314005916417,-0.216731567913735,TRUE,FALSE,1,"Milwaukee",33340,0,1,-0.087,710874,-5.33,16.5464819302392,"Non-Hispanic White Majority",1.52300666740494,0,0,"Milwaukee, WI",0.0864,"Conservative"
"273",25,4,-0.532,-0.242,100,55,"Wisconsin","WI","Repub",-0.6326266734,-1.46643583832834,-0.71485994083583,-0.208731567913735,FALSE,TRUE,0,"Milwaukee",33340,0,1,-0.087,710873,25.08,99.9516263564089,"Non-Hispanic White Majority",49.5394841193708,0,0,"Milwaukee, WI",0.0864,"Liberal"
"274",25,5,0.646,-0.622,200,55,"Wisconsin","WI","Repub",0.3873645006,0.635292336432016,0.46314005916417,-0.588731567913735,TRUE,FALSE,1,"Milwaukee",33340,0,1,-0.087,710873,-12.8,1.94774587409461,"Non-Hispanic White Majority",0.745917501061387,0,0,"Milwaukee, WI",0.0864,"Conservative"
"275",25,6,0.379,-0.367,200,55,"Wisconsin","WI","Repub",0.2263967391,0.303612525668618,0.19614005916417,-0.333731567913735,TRUE,FALSE,1,"Milwaukee",33340,0,1,-0.087,710873,-7.84,8.40089540859273,"Non-Hispanic White Majority",0.853348509496998,0,0,"Milwaukee, WI",0.0864,"Conservative"
